0,0,0.54688
0,0,0.54688
0,0,0.54688
0,0,0.54688
0,0,0.54688
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.5625
0,0,0.57812
0,0,0.57812
0,0,0.57812
0,0,0.57812
0,0,0.57812
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.59375
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.60938
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.625
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.64062
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.65625
0,0,0.67188
0,0,0.67188
0,0,0.67188
0,0,0.67188
0,0,0.6875
0,0,0.6875
0,0,0.6875
0,0,0.6875
0,0,0.6875
0,0,0.70312
0,0,0.70312
0,0,0.70312
0,0,0.70312
0,0,0.70312
0,0,0.70312
0,0,0.70312
0,0,0.71875
0,0,0.71875
0,0,0.71875
0,0,0.71875
0,0,0.71875
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.73438
0,0,0.75
0,0,0.75
0,0,0.75
0,0,0.76562
0,0,0.76562
0,0,0.76562
0,0,0.76562
0,0,0.76562
0,0,0.76562
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.78125
0,0,0.79688
0,0,0.79688
0,0,0.79688
0,0,0.79688
0,0,0.79688
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.8125
0,0,0.82812
0,0,0.82812
0,0,0.82812
0,0,0.82812
0,0,0.82812
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.84375
0,0,0.85938
0,0,0.85938
0,0,0.85938
0,0,0.85938
0,0,0.85938
0,0,0.85938
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.875
0,0,0.89062
0,0,0.89062
0,0,0.89062
0,0,0.89062
0,0,0.90625
0,0,0.90625
0,0,0.90625
0,0,0.90625
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.92188
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.9375
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.95312
0,0,0.96875
0,0,0.96875
0,0,0.96875
0,0,0.96875
0,0,0.96875
0,0,0.96875
0,0,0.96875
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,0.98438
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.015625,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.03125,1
0,0.046875,1
0,0.046875,1
0,0.046875,1
0,0.046875,1
0,0.0625,1
0,0.0625,1
0,0.0625,1
0,0.0625,1
0,0.0625,1
0,0.0625,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.078125,1
0,0.09375,1
0,0.09375,1
0,0.09375,1
0,0.09375,1
0,0.09375,1
0,0.09375,1
0,0.09375,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
0,0.10938,1
